Date,Open,High,Low,Close,Adj Close,Volume
2005-02-15,1206.140015,1212.439941,1205.520020,1210.119995,1210.119995,1527080000
2005-02-16,1210.119995,1212.439941,1205.060059,1210.339966,1210.339966,1490100000
2005-02-17,1210.339966,1211.329956,1200.739990,1200.750000,1200.750000,1580120000
2005-02-18,1200.750000,1202.920044,1197.349976,1201.589966,1201.589966,1551200000
2005-02-22,1201.589966,1202.479980,1184.160034,1184.160034,1184.160034,1744940000
2005-02-23,1184.160034,1193.520020,1184.160034,1190.800049,1190.800049,1501090000
2005-02-24,1190.800049,1200.420044,1187.800049,1200.199951,1200.199951,1518750000
2005-02-25,1200.199951,1212.150024,1199.609985,1211.369995,1211.369995,1523680000
2005-02-28,1211.369995,1211.369995,1198.130005,1203.599976,1203.599976,1795480000
2005-03-01,1203.599976,1212.250000,1203.599976,1210.410034,1210.410034,1708060000
2005-03-02,1210.410034,1215.790039,1204.219971,1210.079956,1210.079956,1568540000
2005-03-03,1210.079956,1215.719971,1204.449951,1210.469971,1210.469971,1616240000
2005-03-04,1210.469971,1224.760010,1210.469971,1222.119995,1222.119995,1636820000
2005-03-07,1222.119995,1229.109985,1222.119995,1225.310059,1225.310059,1488830000
2005-03-08,1225.310059,1225.689941,1218.569946,1219.430054,1219.430054,1523090000
2005-03-09,1219.430054,1219.430054,1206.660034,1207.010010,1207.010010,1704970000
2005-03-10,1207.010010,1211.229980,1201.410034,1209.250000,1209.250000,1604020000
2005-03-11,1209.250000,1213.040039,1198.150024,1200.079956,1200.079956,1449820000
2005-03-14,1200.079956,1206.829956,1199.510010,1206.829956,1206.829956,1437430000
2005-03-15,1206.829956,1210.540039,1197.750000,1197.750000,1197.750000,1513530000
2005-03-16,1197.750000,1197.750000,1185.609985,1188.069946,1188.069946,1653190000
2005-03-17,1188.069946,1193.280029,1186.339966,1190.209961,1190.209961,1581930000
2005-03-18,1190.209961,1191.979980,1182.780029,1189.650024,1189.650024,2344370000
2005-03-21,1189.650024,1189.650024,1178.819946,1183.780029,1183.780029,1819440000
2005-03-22,1183.780029,1189.589966,1171.630005,1171.709961,1171.709961,2114470000
2005-03-23,1171.709961,1176.260010,1168.699951,1172.530029,1172.530029,2246870000
2005-03-24,1172.530029,1180.109985,1171.420044,1171.420044,1171.420044,1721720000
2005-03-28,1171.420044,1179.910034,1171.420044,1174.280029,1174.280029,1746220000
2005-03-29,1174.280029,1179.390015,1163.689941,1165.359985,1165.359985,2223250000
2005-03-30,1165.359985,1181.540039,1165.359985,1181.410034,1181.410034,2097110000
2005-03-31,1181.410034,1184.530029,1179.489990,1180.589966,1180.589966,2214230000
2005-04-01,1180.589966,1189.800049,1169.910034,1172.920044,1172.920044,2168690000
2005-04-04,1172.790039,1178.609985,1167.719971,1176.119995,1176.119995,2079770000
2005-04-05,1176.119995,1183.560059,1176.119995,1181.390015,1181.390015,1870800000
2005-04-06,1181.390015,1189.339966,1181.390015,1184.069946,1184.069946,1797400000
2005-04-07,1184.069946,1191.880005,1183.810059,1191.140015,1191.140015,1900620000
2005-04-08,1191.140015,1191.750000,1181.130005,1181.199951,1181.199951,1661330000
2005-04-11,1181.199951,1184.069946,1178.689941,1181.209961,1181.209961,1525310000
2005-04-12,1181.209961,1190.170044,1170.849976,1187.760010,1187.760010,1979830000
2005-04-13,1187.760010,1187.760010,1171.400024,1173.790039,1173.790039,2049740000
2005-04-14,1173.790039,1174.670044,1161.699951,1162.050049,1162.050049,2355040000
2005-04-15,1162.050049,1162.050049,1141.920044,1142.619995,1142.619995,2689960000
2005-04-18,1142.619995,1148.920044,1139.800049,1145.979980,1145.979980,2180670000
2005-04-19,1145.979980,1154.670044,1145.979980,1152.780029,1152.780029,2142700000
2005-04-20,1152.780029,1155.500000,1136.150024,1137.500000,1137.500000,2217050000
2005-04-21,1137.500000,1159.949951,1137.500000,1159.949951,1159.949951,2308560000
2005-04-22,1159.949951,1159.949951,1142.949951,1152.119995,1152.119995,2045880000
2005-04-25,1152.119995,1164.050049,1152.119995,1162.099976,1162.099976,1795030000
2005-04-26,1162.099976,1164.800049,1151.829956,1151.829956,1151.829956,1959740000
2005-04-27,1151.739990,1159.869995,1144.420044,1156.380005,1156.380005,2151520000
2005-04-28,1156.380005,1156.380005,1143.219971,1143.219971,1143.219971,2182270000
2005-04-29,1143.219971,1156.969971,1139.189941,1156.849976,1156.849976,2362360000
2005-05-02,1156.849976,1162.869995,1154.709961,1162.160034,1162.160034,1980040000
2005-05-03,1162.160034,1166.890015,1156.709961,1161.170044,1161.170044,2167020000
2005-05-04,1161.170044,1176.010010,1161.170044,1175.650024,1175.650024,2306480000
2005-05-05,1175.650024,1178.619995,1166.770020,1172.630005,1172.630005,1997100000
2005-05-06,1172.630005,1177.750000,1170.500000,1171.349976,1171.349976,1707200000
2005-05-09,1171.349976,1178.869995,1169.380005,1178.839966,1178.839966,1857020000
2005-05-10,1178.839966,1178.839966,1162.979980,1166.219971,1166.219971,1889660000
2005-05-11,1166.219971,1171.770020,1157.709961,1171.109985,1171.109985,1834970000
2005-05-12,1171.109985,1173.369995,1157.760010,1159.359985,1159.359985,1995290000
2005-05-13,1159.359985,1163.750000,1146.180054,1154.050049,1154.050049,2188590000
2005-05-16,1154.050049,1165.750000,1153.640015,1165.689941,1165.689941,1856860000
2005-05-17,1165.689941,1174.349976,1159.859985,1173.800049,1173.800049,1887260000
2005-05-18,1173.800049,1187.900024,1173.800049,1185.560059,1185.560059,2266320000
2005-05-19,1185.560059,1191.089966,1184.489990,1191.079956,1191.079956,1775860000
2005-05-20,1191.079956,1191.219971,1185.189941,1189.280029,1189.280029,1631750000
2005-05-23,1189.280029,1197.439941,1188.760010,1193.859985,1193.859985,1681170000
2005-05-24,1193.859985,1195.290039,1189.869995,1194.069946,1194.069946,1681000000
2005-05-25,1194.069946,1194.069946,1185.959961,1190.010010,1190.010010,1742180000
2005-05-26,1190.010010,1198.949951,1190.010010,1197.619995,1197.619995,1654110000
2005-05-27,1197.619995,1199.560059,1195.280029,1198.780029,1198.780029,1381430000
2005-05-31,1198.780029,1198.780029,1191.500000,1191.500000,1191.500000,1840680000
2005-06-01,1191.500000,1205.640015,1191.030029,1202.219971,1202.219971,1810100000
2005-06-02,1202.270020,1204.670044,1198.420044,1204.290039,1204.290039,1813790000
2005-06-03,1204.290039,1205.089966,1194.550049,1196.020020,1196.020020,1627520000
2005-06-06,1196.020020,1198.780029,1192.750000,1197.510010,1197.510010,1547120000
2005-06-07,1197.510010,1208.849976,1197.260010,1197.260010,1197.260010,1851370000
2005-06-08,1197.260010,1201.969971,1193.329956,1194.670044,1194.670044,1715490000
2005-06-09,1194.670044,1201.859985,1191.089966,1200.930054,1200.930054,1824120000
2005-06-10,1200.930054,1202.790039,1192.640015,1198.109985,1198.109985,1664180000
2005-06-13,1198.109985,1206.030029,1194.510010,1200.819946,1200.819946,1661350000
2005-06-14,1200.819946,1207.530029,1200.180054,1203.910034,1203.910034,1698150000
2005-06-15,1203.910034,1208.079956,1198.660034,1206.579956,1206.579956,1840440000
2005-06-16,1206.550049,1212.099976,1205.469971,1210.959961,1210.959961,1776040000
2005-06-17,1210.930054,1219.550049,1210.930054,1216.959961,1216.959961,2407370000
2005-06-20,1216.959961,1219.099976,1210.650024,1216.099976,1216.099976,1714530000
2005-06-21,1216.099976,1217.130005,1211.859985,1213.609985,1213.609985,1720700000
2005-06-22,1213.609985,1219.589966,1211.689941,1213.880005,1213.880005,1823250000
2005-06-23,1213.880005,1216.449951,1200.719971,1200.729980,1200.729980,2029920000
2005-06-24,1200.729980,1200.900024,1191.449951,1191.569946,1191.569946,2418800000
2005-06-27,1191.569946,1194.329956,1188.300049,1190.689941,1190.689941,1738620000
2005-06-28,1190.689941,1202.540039,1190.689941,1201.569946,1201.569946,1772410000
2005-06-29,1201.569946,1204.069946,1198.699951,1199.849976,1199.849976,1769280000
2005-06-30,1199.849976,1203.270020,1190.510010,1191.329956,1191.329956,2109490000
2005-07-01,1191.329956,1197.890015,1191.329956,1194.439941,1194.439941,1593820000
2005-07-05,1194.439941,1206.339966,1192.489990,1204.989990,1204.989990,1805820000
2005-07-06,1204.989990,1206.109985,1194.780029,1194.939941,1194.939941,1883470000
2005-07-07,1194.939941,1198.459961,1183.550049,1197.869995,1197.869995,1952440000
2005-07-08,1197.869995,1212.729980,1197.199951,1211.859985,1211.859985,1900810000
2005-07-11,1211.859985,1220.030029,1211.859985,1219.439941,1219.439941,1846300000
2005-07-12,1219.439941,1225.540039,1216.599976,1222.209961,1222.209961,1932010000
2005-07-13,1222.209961,1224.459961,1219.640015,1223.290039,1223.290039,1812500000
2005-07-14,1223.290039,1233.160034,1223.290039,1226.500000,1226.500000,2048710000
2005-07-15,1226.500000,1229.530029,1223.500000,1227.920044,1227.920044,1716400000
2005-07-18,1227.920044,1227.920044,1221.130005,1221.130005,1221.130005,1582100000
2005-07-19,1221.130005,1230.339966,1221.130005,1229.349976,1229.349976,2041280000
2005-07-20,1229.349976,1236.560059,1222.910034,1235.199951,1235.199951,2063340000
2005-07-21,1235.199951,1235.829956,1224.699951,1227.040039,1227.040039,2129840000
2005-07-22,1227.040039,1234.189941,1226.150024,1233.680054,1233.680054,1766990000
2005-07-25,1233.680054,1238.359985,1228.150024,1229.030029,1229.030029,1717580000
2005-07-26,1229.030029,1234.420044,1229.030029,1231.160034,1231.160034,1934180000
2005-07-27,1231.160034,1237.640015,1230.150024,1236.790039,1236.790039,1945800000
2005-07-28,1236.790039,1245.150024,1235.810059,1243.719971,1243.719971,2001680000
2005-07-29,1243.719971,1245.040039,1234.180054,1234.180054,1234.180054,1789600000
2005-08-01,1234.180054,1239.099976,1233.800049,1235.349976,1235.349976,1716870000
2005-08-02,1235.349976,1244.689941,1235.349976,1244.119995,1244.119995,2043120000
2005-08-03,1244.119995,1245.859985,1240.569946,1245.040039,1245.040039,1999980000
2005-08-04,1245.040039,1245.040039,1235.150024,1235.859985,1235.859985,1981220000
2005-08-05,1235.859985,1235.859985,1225.619995,1226.420044,1226.420044,1930280000
2005-08-08,1226.420044,1232.280029,1222.670044,1223.130005,1223.130005,1804140000
2005-08-09,1223.130005,1234.109985,1223.130005,1231.380005,1231.380005,1897520000
2005-08-10,1231.380005,1242.689941,1226.579956,1229.130005,1229.130005,2172320000
2005-08-11,1229.130005,1237.810059,1228.329956,1237.810059,1237.810059,1941560000
2005-08-12,1237.810059,1237.810059,1225.869995,1230.390015,1230.390015,1709300000
2005-08-15,1230.400024,1236.239990,1226.199951,1233.869995,1233.869995,1562880000
2005-08-16,1233.869995,1233.869995,1219.050049,1219.339966,1219.339966,1820410000
2005-08-17,1219.339966,1225.630005,1218.069946,1220.239990,1220.239990,1859150000
2005-08-18,1220.239990,1222.640015,1215.930054,1219.020020,1219.020020,1808170000
2005-08-19,1219.020020,1225.079956,1219.020020,1219.709961,1219.709961,1558790000
2005-08-22,1219.709961,1228.959961,1216.469971,1221.729980,1221.729980,1621330000
2005-08-23,1221.729980,1223.040039,1214.439941,1217.589966,1217.589966,1678620000
2005-08-24,1217.569946,1224.150024,1209.369995,1209.589966,1209.589966,1930800000
2005-08-25,1209.589966,1213.729980,1209.569946,1212.369995,1212.369995,1571110000
2005-08-26,1212.400024,1212.400024,1204.229980,1205.099976,1205.099976,1541090000
2005-08-29,1205.099976,1214.280029,1201.530029,1212.280029,1212.280029,1599450000
2005-08-30,1212.280029,1212.280029,1201.069946,1208.410034,1208.410034,1916470000
2005-08-31,1208.410034,1220.359985,1204.400024,1220.329956,1220.329956,2365510000
2005-09-01,1220.329956,1227.290039,1216.180054,1221.589966,1221.589966,2229860000
2005-09-02,1221.589966,1224.449951,1217.750000,1218.020020,1218.020020,1640160000
2005-09-06,1218.020020,1233.609985,1218.020020,1233.390015,1233.390015,1932090000
2005-09-07,1233.390015,1237.060059,1230.930054,1236.359985,1236.359985,2067700000
2005-09-08,1236.359985,1236.359985,1229.510010,1231.670044,1231.670044,1955380000
2005-09-09,1231.670044,1243.130005,1231.670044,1241.479980,1241.479980,1992560000
2005-09-12,1241.479980,1242.599976,1239.150024,1240.560059,1240.560059,1938050000
2005-09-13,1240.569946,1240.569946,1231.199951,1231.199951,1231.199951,2082360000
2005-09-14,1231.199951,1234.739990,1226.160034,1227.160034,1227.160034,1986750000
2005-09-15,1227.160034,1231.880005,1224.849976,1227.729980,1227.729980,2079340000
2005-09-16,1228.420044,1237.949951,1228.420044,1237.910034,1237.910034,3152470000
2005-09-19,1237.910034,1237.910034,1227.650024,1231.020020,1231.020020,2076540000
2005-09-20,1231.020020,1236.489990,1220.069946,1221.339966,1221.339966,2319250000
2005-09-21,1221.339966,1221.520020,1209.890015,1210.199951,1210.199951,2548150000
2005-09-22,1210.199951,1216.640015,1205.349976,1214.619995,1214.619995,2424720000
2005-09-23,1214.619995,1218.829956,1209.800049,1215.290039,1215.290039,1973020000
2005-09-26,1215.290039,1222.560059,1211.839966,1215.630005,1215.630005,2022220000
2005-09-27,1215.630005,1220.170044,1211.109985,1215.660034,1215.660034,1976270000
2005-09-28,1215.660034,1220.979980,1212.719971,1216.890015,1216.890015,2106980000
2005-09-29,1216.890015,1228.699951,1211.540039,1227.680054,1227.680054,2176120000
2005-09-30,1227.680054,1229.569946,1225.219971,1228.810059,1228.810059,2097520000
2005-10-03,1228.810059,1233.339966,1225.150024,1226.699951,1226.699951,2097490000
2005-10-04,1226.699951,1229.880005,1214.020020,1214.469971,1214.469971,2341420000
2005-10-05,1214.469971,1214.469971,1196.250000,1196.390015,1196.390015,2546780000
2005-10-06,1196.390015,1202.140015,1181.920044,1191.489990,1191.489990,2792030000
2005-10-07,1191.489990,1199.709961,1191.459961,1195.900024,1195.900024,2126080000
2005-10-10,1195.900024,1196.520020,1186.119995,1187.329956,1187.329956,2195990000
2005-10-11,1187.329956,1193.099976,1183.160034,1184.869995,1184.869995,2299040000
2005-10-12,1184.869995,1190.020020,1173.650024,1177.680054,1177.680054,2491280000
2005-10-13,1177.680054,1179.560059,1168.199951,1176.839966,1176.839966,2351150000
2005-10-14,1176.839966,1187.130005,1175.439941,1186.569946,1186.569946,2188940000
2005-10-17,1186.569946,1191.209961,1184.479980,1190.099976,1190.099976,2054570000
2005-10-18,1190.099976,1190.099976,1178.130005,1178.140015,1178.140015,2197010000
2005-10-19,1178.140015,1195.760010,1170.550049,1195.760010,1195.760010,2703590000
2005-10-20,1195.760010,1197.300049,1173.300049,1177.800049,1177.800049,2617250000
2005-10-21,1177.800049,1186.459961,1174.920044,1179.589966,1179.589966,2470920000
2005-10-24,1179.589966,1199.390015,1179.589966,1199.380005,1199.380005,2197790000
2005-10-25,1199.380005,1201.300049,1189.290039,1196.540039,1196.540039,2312470000
2005-10-26,1196.540039,1204.010010,1191.380005,1191.380005,1191.380005,2467750000
2005-10-27,1191.380005,1192.650024,1178.890015,1178.900024,1178.900024,2395370000
2005-10-28,1178.900024,1198.410034,1178.900024,1198.410034,1198.410034,2379400000
2005-10-31,1198.410034,1211.430054,1198.410034,1207.010010,1207.010010,2567470000
2005-11-01,1207.010010,1207.339966,1201.660034,1202.760010,1202.760010,2457850000
2005-11-02,1202.760010,1215.170044,1201.069946,1214.760010,1214.760010,2648090000
2005-11-03,1214.760010,1224.699951,1214.760010,1219.939941,1219.939941,2716630000
2005-11-04,1219.939941,1222.520020,1214.449951,1220.140015,1220.140015,2050510000
2005-11-07,1220.140015,1224.180054,1217.290039,1222.810059,1222.810059,1987580000
2005-11-08,1222.810059,1222.810059,1216.079956,1218.589966,1218.589966,1965050000
2005-11-09,1218.589966,1226.589966,1216.530029,1220.650024,1220.650024,2214460000
2005-11-10,1220.650024,1232.410034,1215.050049,1230.959961,1230.959961,2378460000
2005-11-11,1230.959961,1235.699951,1230.719971,1234.719971,1234.719971,1773140000
2005-11-14,1234.719971,1237.199951,1231.780029,1233.760010,1233.760010,1899780000
2005-11-15,1233.760010,1237.939941,1226.410034,1229.010010,1229.010010,2359370000
2005-11-16,1229.010010,1232.239990,1227.180054,1231.209961,1231.209961,2121580000
2005-11-17,1231.209961,1242.959961,1231.209961,1242.800049,1242.800049,2298040000
2005-11-18,1242.800049,1249.579956,1240.709961,1248.270020,1248.270020,2453290000
2005-11-21,1248.270020,1255.890015,1246.900024,1254.849976,1254.849976,2117350000
2005-11-22,1254.849976,1261.900024,1251.400024,1261.229980,1261.229980,2291420000
2005-11-23,1261.229980,1270.640015,1259.510010,1265.609985,1265.609985,1985400000
2005-11-25,1265.609985,1268.780029,1265.540039,1268.250000,1268.250000,724940000
2005-11-28,1268.250000,1268.439941,1257.170044,1257.459961,1257.459961,2016900000
2005-11-29,1257.459961,1266.180054,1257.459961,1257.479980,1257.479980,2268340000
2005-11-30,1257.479980,1260.930054,1249.390015,1249.479980,1249.479980,2374690000
2005-12-01,1249.479980,1266.170044,1249.479980,1264.670044,1264.670044,2614830000
2005-12-02,1264.670044,1266.849976,1261.420044,1265.079956,1265.079956,2125580000
2005-12-05,1265.079956,1265.079956,1258.119995,1262.089966,1262.089966,2325840000
2005-12-06,1262.089966,1272.890015,1262.089966,1263.699951,1263.699951,2110740000
2005-12-07,1263.699951,1264.849976,1253.020020,1257.369995,1257.369995,2093830000
2005-12-08,1257.369995,1263.359985,1250.910034,1255.839966,1255.839966,2178300000
2005-12-09,1255.839966,1263.079956,1254.239990,1259.369995,1259.369995,1896290000
2005-12-12,1259.369995,1263.859985,1255.520020,1260.430054,1260.430054,1876550000
2005-12-13,1260.430054,1272.109985,1258.560059,1267.430054,1267.430054,2390020000
2005-12-14,1267.430054,1275.800049,1267.069946,1272.739990,1272.739990,2145520000
2005-12-15,1272.739990,1275.170044,1267.739990,1270.939941,1270.939941,2180590000
2005-12-16,1270.939941,1275.239990,1267.319946,1267.319946,1267.319946,2584190000
2005-12-19,1267.319946,1270.510010,1259.280029,1259.920044,1259.920044,2208810000
2005-12-20,1259.920044,1263.859985,1257.209961,1259.619995,1259.619995,1996690000
2005-12-21,1259.619995,1269.369995,1259.619995,1262.790039,1262.790039,2065170000
2005-12-22,1262.790039,1268.189941,1262.500000,1268.119995,1268.119995,1888500000
2005-12-23,1268.119995,1269.760010,1265.920044,1268.660034,1268.660034,1285810000
2005-12-27,1268.660034,1271.829956,1256.540039,1256.540039,1256.540039,1540470000
2005-12-28,1256.540039,1261.099976,1256.540039,1258.170044,1258.170044,1422360000
2005-12-29,1258.170044,1260.609985,1254.180054,1254.420044,1254.420044,1382540000
2005-12-30,1254.420044,1254.420044,1246.589966,1248.290039,1248.290039,1443500000
2006-01-03,1248.290039,1270.219971,1245.739990,1268.800049,1268.800049,2554570000
2006-01-04,1268.800049,1275.369995,1267.739990,1273.459961,1273.459961,2515330000
2006-01-05,1273.459961,1276.910034,1270.300049,1273.479980,1273.479980,2433340000
2006-01-06,1273.479980,1286.089966,1273.479980,1285.449951,1285.449951,2446560000
2006-01-09,1285.449951,1290.780029,1284.819946,1290.150024,1290.150024,2301490000
2006-01-10,1290.150024,1290.150024,1283.760010,1289.689941,1289.689941,2373080000
2006-01-11,1289.719971,1294.900024,1288.119995,1294.180054,1294.180054,2406130000
2006-01-12,1294.180054,1294.180054,1285.040039,1286.060059,1286.060059,2318350000
2006-01-13,1286.060059,1288.959961,1282.780029,1287.609985,1287.609985,2206510000
2006-01-17,1287.609985,1287.609985,1278.609985,1282.930054,1282.930054,2179970000
2006-01-18,1282.930054,1282.930054,1272.079956,1277.930054,1277.930054,2233200000
2006-01-19,1277.930054,1287.790039,1277.930054,1285.040039,1285.040039,2444020000
2006-01-20,1285.040039,1285.040039,1260.920044,1261.489990,1261.489990,2845810000
2006-01-23,1261.489990,1268.189941,1261.489990,1263.819946,1263.819946,2256070000
2006-01-24,1263.819946,1271.469971,1263.819946,1266.859985,1266.859985,2608720000
2006-01-25,1266.859985,1271.869995,1259.420044,1264.680054,1264.680054,2617060000
2006-01-26,1264.680054,1276.439941,1264.680054,1273.829956,1273.829956,2856780000
2006-01-27,1273.829956,1286.380005,1273.829956,1283.719971,1283.719971,2623620000
2006-01-30,1283.719971,1287.939941,1283.510010,1285.189941,1285.189941,2282730000
2006-01-31,1285.199951,1285.199951,1276.849976,1280.079956,1280.079956,2708310000
2006-02-01,1280.079956,1283.329956,1277.569946,1282.459961,1282.459961,2589410000
2006-02-02,1282.459961,1282.459961,1267.719971,1270.839966,1270.839966,2565300000
2006-02-03,1270.839966,1270.869995,1261.020020,1264.030029,1264.030029,2282210000
2006-02-06,1264.030029,1267.040039,1261.619995,1265.020020,1265.020020,2132360000
2006-02-07,1265.020020,1265.780029,1253.609985,1254.780029,1254.780029,2366370000
2006-02-08,1254.780029,1266.469971,1254.780029,1265.650024,1265.650024,2456860000
2006-02-09,1265.650024,1274.560059,1262.800049,1263.780029,1263.780029,2441920000
2006-02-10,1263.819946,1269.890015,1254.979980,1266.989990,1266.989990,2290050000
2006-02-13,1266.989990,1266.989990,1258.339966,1262.859985,1262.859985,1850080000
2006-02-14,1262.859985,1278.209961,1260.800049,1275.530029,1275.530029,2437940000
2006-02-15,1275.530029,1281.000000,1271.060059,1280.000000,1280.000000,2317590000
2006-02-16,1280.000000,1289.390015,1280.000000,1289.380005,1289.380005,2251490000
2006-02-17,1289.380005,1289.469971,1284.069946,1287.239990,1287.239990,2128260000
2006-02-21,1287.239990,1291.920044,1281.329956,1283.030029,1283.030029,2104320000
2006-02-22,1283.030029,1294.170044,1283.030029,1292.670044,1292.670044,2222380000
2006-02-23,1292.670044,1293.839966,1285.140015,1287.790039,1287.790039,2144210000
2006-02-24,1287.790039,1292.109985,1285.619995,1289.430054,1289.430054,1933010000
2006-02-27,1289.430054,1297.569946,1289.430054,1294.119995,1294.119995,1975320000
2006-02-28,1294.119995,1294.119995,1278.660034,1280.660034,1280.660034,2370860000
2006-03-01,1280.660034,1291.800049,1280.660034,1291.239990,1291.239990,2308320000
2006-03-02,1291.239990,1291.239990,1283.209961,1289.140015,1289.140015,2494590000
2006-03-03,1289.140015,1297.329956,1284.199951,1287.229980,1287.229980,2152950000
2006-03-06,1287.229980,1288.229980,1275.670044,1278.260010,1278.260010,2280190000
2006-03-07,1278.260010,1278.260010,1271.109985,1275.880005,1275.880005,2268050000
2006-03-08,1275.880005,1280.329956,1268.420044,1278.469971,1278.469971,2442870000
2006-03-09,1278.469971,1282.739990,1272.229980,1272.229980,1272.229980,2140110000
2006-03-10,1272.229980,1284.369995,1271.109985,1281.420044,1281.420044,2123450000
2006-03-13,1281.579956,1287.369995,1281.579956,1284.130005,1284.130005,2070330000
2006-03-14,1284.130005,1298.140015,1282.670044,1297.479980,1297.479980,2165270000
2006-03-15,1297.479980,1304.400024,1294.969971,1303.020020,1303.020020,2293000000
2006-03-16,1303.020020,1310.449951,1303.020020,1305.329956,1305.329956,2292180000
2006-03-17,1305.329956,1309.790039,1305.319946,1307.250000,1307.250000,2549620000
2006-03-20,1307.250000,1310.000000,1303.589966,1305.079956,1305.079956,1976830000
2006-03-21,1305.079956,1310.880005,1295.819946,1297.229980,1297.229980,2147370000
2006-03-22,1297.229980,1305.969971,1295.810059,1305.040039,1305.040039,2039810000
2006-03-23,1305.040039,1305.040039,1298.109985,1301.670044,1301.670044,1980940000
2006-03-24,1301.670044,1306.530029,1298.890015,1302.949951,1302.949951,2326070000
2006-03-27,1302.949951,1303.739990,1299.089966,1301.609985,1301.609985,2029700000
2006-03-28,1301.609985,1306.239990,1291.839966,1293.229980,1293.229980,2148580000
2006-03-29,1293.229980,1305.599976,1293.229980,1302.890015,1302.890015,2143540000
2006-03-30,1302.890015,1310.150024,1296.719971,1300.250000,1300.250000,2294560000
2006-03-31,1300.250000,1303.000000,1294.869995,1294.869995,1294.869995,2236710000
2006-04-03,1302.880005,1309.189941,1296.650024,1297.810059,1297.810059,2494080000
2006-04-04,1297.810059,1307.550049,1294.709961,1305.930054,1305.930054,2147660000
2006-04-05,1305.930054,1312.810059,1304.819946,1311.560059,1311.560059,2420020000
2006-04-06,1311.560059,1311.989990,1302.439941,1309.040039,1309.040039,2281680000
2006-04-07,1309.040039,1314.069946,1294.180054,1295.500000,1295.500000,2082470000
2006-04-10,1295.510010,1300.739990,1293.170044,1296.619995,1296.619995,1898320000
2006-04-11,1296.599976,1300.709961,1282.959961,1286.569946,1286.569946,2232880000
2006-04-12,1286.569946,1290.930054,1286.449951,1288.119995,1288.119995,1938100000
2006-04-13,1288.119995,1292.089966,1283.369995,1289.119995,1289.119995,1891940000
2006-04-17,1289.119995,1292.449951,1280.739990,1285.329956,1285.329956,1794650000
2006-04-18,1285.329956,1309.020020,1285.329956,1307.280029,1307.280029,2595440000
2006-04-19,1307.650024,1310.390015,1302.790039,1309.930054,1309.930054,2447310000
2006-04-20,1309.930054,1318.160034,1306.380005,1311.459961,1311.459961,2512920000
2006-04-21,1311.459961,1317.670044,1306.589966,1311.280029,1311.280029,2392630000
2006-04-24,1311.280029,1311.280029,1303.790039,1308.109985,1308.109985,2117330000
2006-04-25,1308.109985,1310.790039,1299.170044,1301.739990,1301.739990,2366380000
2006-04-26,1301.739990,1310.969971,1301.739990,1305.410034,1305.410034,2502690000
